 time            time            v(net3)        
 3.47840000e-09  3.47840000e-09  2.63038488e-04 
 3.51840000e-09  3.51840000e-09  2.58935866e-04 
 3.55840000e-09  3.55840000e-09  2.55212250e-04 
 3.59840000e-09  3.59840000e-09  2.51823759e-04 
 3.63840000e-09  3.63840000e-09  2.48732833e-04 
 3.67840000e-09  3.67840000e-09  2.45907115e-04 
 3.71840000e-09  3.71840000e-09  2.43318617e-04 
 3.75840000e-09  3.75840000e-09  2.40943052e-04 
 3.79840000e-09  3.79840000e-09  2.38759276e-04 
 3.83840000e-09  3.83840000e-09  2.36748819e-04 
 3.87840000e-09  3.87840000e-09  2.34895483e-04 
 3.91840000e-09  3.91840000e-09  2.33185004e-04 
 3.95840000e-09  3.95840000e-09  2.31604770e-04 
 3.99840000e-09  3.99840000e-09  2.30143573e-04 
 4.03840000e-09  4.03840000e-09  2.28791414e-04 
 4.07840000e-09  4.07840000e-09  2.27539327e-04 
 4.11840000e-09  4.11840000e-09  2.26379238e-04 
 4.15840000e-09  4.15840000e-09  2.25303847e-04 
 4.19840000e-09  4.19840000e-09  2.24306530e-04 
 4.23840000e-09  4.23840000e-09  2.23381255e-04 
 4.27840000e-09  4.27840000e-09  2.22522515e-04 
 4.31840000e-09  4.31840000e-09  2.21725267e-04 
 4.35840000e-09  4.35840000e-09  2.20984888e-04 
 4.39840000e-09  4.39840000e-09  2.20297137e-04 
 4.43840000e-09  4.43840000e-09  2.19658113e-04 
 4.47840000e-09  4.47840000e-09  2.19064237e-04 
 4.51840000e-09  4.51840000e-09  2.18512221e-04 
 4.55840000e-09  4.55840000e-09  2.17999054e-04 
 4.59840000e-09  4.59840000e-09  2.17521980e-04 
 4.63840000e-09  4.63840000e-09  2.17078479e-04 
 4.67840000e-09  4.67840000e-09  2.16666248e-04 
 4.71840000e-09  4.71840000e-09  2.16283183e-04 
 4.75840000e-09  4.75840000e-09  2.15927355e-04 
 4.79840000e-09  4.79840000e-09  2.15596999e-04 
 4.83840000e-09  4.83840000e-09  2.15290491e-04 
 4.87840000e-09  4.87840000e-09  2.15006339e-04 
 4.91840000e-09  4.91840000e-09  2.14743160e-04 
 4.95840000e-09  4.95840000e-09  2.14499677e-04 
 4.99840000e-09  4.99840000e-09  2.14274699e-04 
 5.03840000e-09  5.03840000e-09  2.14067114e-04 
 5.07840000e-09  5.07840000e-09  2.13875880e-04 
 5.11840000e-09  5.11840000e-09  2.13700017e-04 
 5.15840000e-09  5.15840000e-09  2.13538601e-04 
 5.19840000e-09  5.19840000e-09  2.13390763e-04 
 5.23840000e-09  5.23840000e-09  2.13255682e-04 
 5.27840000e-09  5.27840000e-09  2.13132587e-04 
 5.31840000e-09  5.31840000e-09  2.13020761e-04 
 5.35840000e-09  5.35840000e-09  2.12919535e-04 
 5.39840000e-09  5.39840000e-09  2.12828299e-04 
 5.43840000e-09  5.43840000e-09  2.12746499e-04 
 5.47840000e-09  5.47840000e-09  2.12673644e-04 
 5.51840000e-09  5.51840000e-09  2.12609304e-04 
 5.55840000e-09  5.55840000e-09  2.12553114e-04 
 5.59840000e-09  5.59840000e-09  2.12504774e-04 
 5.63840000e-09  5.63840000e-09  2.12464047e-04 
 5.67840000e-09  5.67840000e-09  2.12430759e-04 
 5.71840000e-09  5.71840000e-09  2.12404793e-04 
 5.75840000e-09  5.75840000e-09  2.12386089e-04 
 5.79840000e-09  5.79840000e-09  2.12374641e-04 
 5.83840000e-09  5.83840000e-09  2.12370494e-04 
 5.87840000e-09  5.87840000e-09  2.12373742e-04 
 5.91840000e-09  5.91840000e-09  2.12384529e-04 
 5.95840000e-09  5.95840000e-09  2.12403048e-04 
 5.99840000e-09  5.99840000e-09  2.12429541e-04 
 6.03840000e-09  6.03840000e-09  2.12464303e-04 
 6.07840000e-09  6.07840000e-09  2.12507681e-04 
 6.11840000e-09  6.11840000e-09  2.12560079e-04 
 6.15840000e-09  6.15840000e-09  2.12621966e-04 
 6.19840000e-09  6.19840000e-09  2.12693872e-04 
 6.23840000e-09  6.23840000e-09  2.12776401e-04 
 6.27840000e-09  6.27840000e-09  2.12870230e-04 
 6.31840000e-09  6.31840000e-09  2.12976120e-04 
 6.35840000e-09  6.35840000e-09  2.13094916e-04 
 6.39840000e-09  6.39840000e-09  2.13227554e-04 
 6.43840000e-09  6.43840000e-09  2.13375061e-04 
 6.47840000e-09  6.47840000e-09  2.13538560e-04 
 6.51840000e-09  6.51840000e-09  2.13719261e-04 
 6.55840000e-09  6.55840000e-09  2.13918454e-04 
 6.59840000e-09  6.59840000e-09  2.14137489e-04 
 6.63840000e-09  6.63840000e-09  2.14377741e-04 
 6.67840000e-09  6.67840000e-09  2.14640555e-04 
 6.71840000e-09  6.71840000e-09  2.14927157e-04 
 6.75840000e-09  6.75840000e-09  2.15238515e-04 
 6.79840000e-09  6.79840000e-09  2.15575143e-04 
 6.83840000e-09  6.83840000e-09  2.15936790e-04 
 6.87840000e-09  6.87840000e-09  2.16322009e-04 
 6.91840000e-09  6.91840000e-09  2.16727542e-04 
 6.95840000e-09  6.95840000e-09  2.16000906e-04 
 6.99840000e-09  6.99840000e-09  2.17152294e-04 
 7.03840000e-09  7.03840000e-09  2.17959051e-04 
