VDD Cap Spikes Frequency Energy_Per_Spike
0.53 0.125e-15 57 2.85E+09 4.62474E-18
0.53 0.25e-15 27 1.35E+09 5.27325E-18
0.53 0.5e-15 14 7E+08 6.54646E-18
0.53 1e-15 7 3.5E+08 8.35705E-18
0.53 2e-15 4 2E+08 1.17352E-17
0.53 3e-15 4 2E+08 1.16782E-17
0.53 4e-15 2 1E+08 1.92665E-17
0.53 5e-15 2 1E+08 1.93491E-17
0.53 6e-15 2 1E+08 1.92177E-17
0.53 7e-15 2 1E+08 1.91317E-17
0.53 8e-15 2 1E+08 2.15415E-17
0.53 9e-15 2 1E+08 2.14765E-17
0.53 10e-15 1 5E+07 2.77808E-17
0.54 0.125e-15 54 2.7E+09 5.25529E-18
0.54 0.25e-15 25 1.25E+09 6.04335E-18
0.54 0.5e-15 13 6.5E+08 8.15304E-18
0.54 1e-15 7 3.5E+08 9.69697E-18
0.54 2e-15 4 2E+08 1.2475E-17
0.54 3e-15 4 2E+08 1.07483E-17
0.54 4e-15 2 1E+08 2.02406E-17
0.54 5e-15 2 1E+08 2.06196E-17
0.54 6e-15 2 1E+08 2.04771E-17
0.54 7e-15 2 1E+08 2.03746E-17
0.54 8e-15 2 1E+08 2.29203E-17
0.54 9e-15 2 1E+08 2.28977E-17
0.54 10e-15 1 5E+07 2.95439E-17
0.55 0.125e-15 58 2.9E+09 5.62926E-18
0.55 0.25e-15 21 1.05E+09 7.60661E-18
0.55 0.5e-15 13 6.5E+08 7.78072E-18
0.55 1e-15 8 4E+08 1.05634E-17
0.55 2e-15 4 2E+08 1.32248E-17
0.55 3e-15 3 1.5E+08 1.52452E-17
0.55 4e-15 2 1E+08 2.13418E-17
0.55 5e-15 2 1E+08 2.19385E-17
0.55 6e-15 2 1E+08 2.17907E-17
0.55 7e-15 2 1E+08 2.16728E-17
0.55 8e-15 2 1E+08 2.42483E-17
0.55 9e-15 2 1E+08 2.43702E-17
0.55 10e-15 1 5E+07 3.13764E-17
0.56 0.125e-15 56 2.8E+09 6.16963E-18
0.56 0.25e-15 25 1.25E+09 6.99625E-18
0.56 0.5e-15 14 7E+08 8.58059E-18
0.56 1e-15 7 3.5E+08 1.19668E-17
0.56 2e-15 4 2E+08 1.60786E-17
0.56 3e-15 3 1.5E+08 1.61941E-17
0.56 4e-15 2 1E+08 2.24154E-17
0.56 5e-15 2 1E+08 2.3296E-17
0.56 6e-15 2 1E+08 2.31591E-17
0.56 7e-15 2 1E+08 2.30214E-17
0.56 8e-15 2 1E+08 2.53259E-17
0.56 9e-15 2 1E+08 2.5894E-17
0.56 10e-15 1 5E+07 3.32796E-17
0.57 0.125e-15 58 2.9E+09 6.39162E-18
0.57 0.25e-15 24 1.2E+09 8.04722E-18
0.57 0.5e-15 14 7E+08 9.04925E-18
0.57 1e-15 7 3.5E+08 1.16704E-17
0.57 2e-15 4 2E+08 1.47742E-17
0.57 3e-15 3 1.5E+08 1.71815E-17
0.57 4e-15 2 1E+08 2.35455E-17
0.57 5e-15 2 1E+08 2.469E-17
0.57 6e-15 2 1E+08 2.45828E-17
0.57 7e-15 2 1E+08 3.16118E-17
0.57 8e-15 2 1E+08 2.43183E-17
0.57 9e-15 2 1E+08 2.74603E-17
0.57 10e-15 1 5E+07 3.52548E-17
0.58 0.125e-15 55 2.75E+09 7.12344E-18
0.58 0.25e-15 27 1.35E+09 7.94022E-18
0.58 0.5e-15 14 7E+08 1.01857E-17
0.58 1e-15 7 3.5E+08 1.12341E-17
0.58 2e-15 4 2E+08 1.671E-17
0.58 3e-15 3 1.5E+08 1.82109E-17
0.58 4e-15 2 1E+08 2.48339E-17
0.58 5e-15 2 1E+08 2.61024E-17
0.58 6e-15 2 1E+08 2.60639E-17
0.58 7e-15 2 1E+08 2.58927E-17
0.58 8e-15 2 1E+08 2.57662E-17
0.58 9e-15 1 5E+07 3.7303E-17
0.58 10e-15 1 5E+07 3.73082E-17
0.59 0.125e-15 57 2.85E+09 7.79226E-18
0.59 0.25e-15 25 1.25E+09 8.67693E-18
0.59 0.5e-15 11 5.5E+08 1.25818E-17
0.59 1e-15 8 4E+08 1.39702E-17
0.59 2e-15 4 2E+08 1.63801E-17
0.59 3e-15 3 1.5E+08 1.92747E-17
0.59 4e-15 3 1.5E+08 1.90903E-17
0.59 5e-15 2 1E+08 2.7499E-17
0.59 6e-15 2 1E+08 2.75975E-17
0.59 7e-15 2 1E+08 2.74162E-17
0.59 8e-15 2 1E+08 2.72679E-17
0.59 9e-15 1 5E+07 3.94259E-17
0.59 10e-15 1 5E+07 3.94314E-17
0.6 0.125e-15 60 3E+09 8.04864E-18
0.6 0.25e-15 22 1.1E+09 1.09253E-17
0.6 0.5e-15 12 6E+08 1.26207E-17
0.6 1e-15 7 3.5E+08 1.31153E-17
0.6 2e-15 4 2E+08 1.72157E-17
0.6 3e-15 3 1.5E+08 2.03845E-17
0.6 4e-15 3 1.5E+08 2.01828E-17
0.6 5e-15 2 1E+08 2.88704E-17
0.6 6e-15 2 1E+08 2.91928E-17
0.6 7e-15 2 1E+08 2.90005E-17
0.6 8e-15 2 1E+08 2.88369E-17
0.6 9e-15 1 5E+07 4.16426E-17
0.6 10e-15 1 5E+07 4.16483E-17
0.61 0.125e-15 61 3.05E+09 8.7791E-18
0.61 0.25e-15 26 1.3E+09 1.01259E-17
0.61 0.5e-15 11 5.5E+08 1.42527E-17
0.61 1e-15 6 3E+08 2.29241E-17
0.61 2e-15 4 2E+08 2.36348E-17
0.61 3e-15 3 1.5E+08 2.15278E-17
0.61 4e-15 3 1.5E+08 2.13088E-17
0.61 5e-15 2 1E+08 3.00964E-17
0.61 6e-15 2 1E+08 3.08326E-17
0.61 7e-15 2 1E+08 3.06379E-17
0.61 8e-15 2 1E+08 3.04576E-17
0.61 9e-15 1 5E+07 4.39215E-17
0.61 10e-15 1 5E+07 4.39274E-17
0.62 0.125e-15 59 2.95E+09 9.81998E-18
0.62 0.25e-15 21 1.05E+09 1.25448E-17
0.62 0.5e-15 11 5.5E+08 1.43966E-17
0.62 1e-15 6 3E+08 1.74766E-17
0.62 2e-15 4 2E+08 2.14195E-17
0.62 3e-15 3 1.5E+08 2.27077E-17
0.62 4e-15 3 1.5E+08 2.24759E-17
0.62 5e-15 2 1E+08 3.1502E-17
0.62 6e-15 2 1E+08 3.25139E-17
0.62 7e-15 2 1E+08 3.23343E-17
0.62 8e-15 2 1E+08 3.21373E-17
0.62 9e-15 1 5E+07 4.62768E-17
0.62 10e-15 1 5E+07 4.62829E-17
0.63 0.125e-15 56 2.8E+09 1.05633E-17
0.63 0.25e-15 24 1.2E+09 1.15948E-17
0.63 0.5e-15 13 6.5E+08 1.50539E-17
0.63 1e-15 7 3.5E+08 1.72451E-17
0.63 2e-15 4 2E+08 2.19486E-17
0.63 3e-15 3 1.5E+08 2.33262E-17
0.63 4e-15 2 1E+08 3.71998E-17
0.63 5e-15 2 1E+08 3.21893E-17
0.63 6e-15 2 1E+08 3.33463E-17
0.63 7e-15 2 1E+08 3.30847E-17
0.63 8e-15 2 1E+08 3.29801E-17
0.63 9e-15 1 5E+07 4.69231E-17
0.63 10e-15 1 5E+07 4.69294E-17
0.64 0.125e-15 52 2.6E+09 1.11088E-17
0.64 0.25e-15 24 1.2E+09 1.22811E-17
0.64 0.5e-15 11 5.5E+08 1.62966E-17
0.64 1e-15 6 3E+08 2.30952E-17
0.64 2e-15 4 2E+08 2.16739E-17
0.64 3e-15 3 1.5E+08 2.45797E-17
0.64 4e-15 3 1.5E+08 2.43422E-17
0.64 5e-15 2 1E+08 3.37432E-17
0.64 6e-15 2 1E+08 3.82528E-17
0.64 7e-15 2 1E+08 3.50136E-17
0.64 8e-15 2 1E+08 3.4784E-17
0.64 9e-15 1 5E+07 4.94463E-17
0.64 10e-15 1 5E+07 4.9453E-17
0.65 0.125e-15 32 1.6E+09 1.23716E-17
0.65 0.25e-15 17 8.5E+08 1.61237E-17
0.65 0.5e-15 10 5E+08 1.75984E-17
0.65 1e-15 7 3.5E+08 1.93336E-17
0.65 2e-15 4 2E+08 2.26934E-17
0.65 3e-15 3 1.5E+08 2.58627E-17
0.65 4e-15 2 1E+08 3.22216E-17
0.65 5e-15 2 1E+08 3.53381E-17
0.65 6e-15 2 1E+08 3.68425E-17
0.65 7e-15 2 1E+08 4.53894E-17
0.65 8e-15 2 1E+08 3.66472E-17
0.65 9e-15 1 5E+07 5.20464E-17
0.65 10e-15 1 5E+07 5.20533E-17
0.66 0.125e-15 33 1.65E+09 1.27064E-17
0.66 0.25e-15 17 8.5E+08 1.65307E-17
0.66 0.5e-15 11 5.5E+08 1.92146E-17
0.66 1e-15 7 3.5E+08 2.20974E-17
0.66 2e-15 4 2E+08 2.62599E-17
0.66 3e-15 3 1.5E+08 3.3612E-17
0.66 4e-15 2 1E+08 3.3893E-17
0.66 5e-15 2 1E+08 3.3709E-17
0.66 6e-15 2 1E+08 3.85224E-17
0.66 7e-15 2 1E+08 3.88105E-17
0.66 8e-15 2 1E+08 3.85668E-17
0.66 9e-15 1 5E+07 5.47227E-17
0.66 10e-15 1 5E+07 5.47299E-17
0.67 0.125e-15 23 1.15E+09 1.4396E-17
0.67 0.25e-15 19 9.5E+08 1.55583E-17
0.67 0.5e-15 11 5.5E+08 1.85634E-17
0.67 1e-15 6 3E+08 2.83244E-17
0.67 2e-15 4 2E+08 2.48615E-17
0.67 3e-15 3 1.5E+08 2.85259E-17
0.67 4e-15 2 1E+08 3.56063E-17
0.67 5e-15 2 1E+08 3.5408E-17
0.67 6e-15 2 1E+08 4.02394E-17
0.67 7e-15 2 1E+08 4.07907E-17
0.67 8e-15 2 1E+08 4.05502E-17
0.67 9e-15 1 5E+07 5.74747E-17
0.67 10e-15 1 5E+07 5.74822E-17
0.68 0.125e-15 19 9.5E+08 1.55712E-17
0.68 0.25e-15 20 1E+09 1.70551E-17
0.68 0.5e-15 11 5.5E+08 1.99106E-17
0.68 1e-15 6 3E+08 2.95273E-17
0.68 2e-15 4 2E+08 2.60095E-17
0.68 3e-15 3 1.5E+08 3.22477E-17
0.68 4e-15 2 1E+08 3.73751E-17
0.68 5e-15 2 1E+08 3.71552E-17
0.68 6e-15 2 1E+08 4.19747E-17
0.68 7e-15 2 1E+08 4.28122E-17
0.68 8e-15 2 1E+08 4.25812E-17
0.68 9e-15 1 5E+07 6.03021E-17
0.68 10e-15 1 5E+07 6.03098E-17
0.69 0.125e-15 14 7E+08 1.90571E-17
0.69 0.25e-15 21 1.05E+09 1.72263E-17
0.69 0.5e-15 10 5E+08 2.35429E-17
0.69 1e-15 6 3E+08 2.80887E-17
0.69 2e-15 4 2E+08 3.34566E-17
0.69 3e-15 3 1.5E+08 3.82357E-17
0.69 4e-15 2 1E+08 3.91912E-17
0.69 5e-15 2 1E+08 3.89639E-17
0.69 6e-15 2 1E+08 4.36962E-17
0.69 7e-15 2 1E+08 4.48709E-17
0.69 8e-15 2 1E+08 4.46722E-17
0.69 9e-15 1 5E+07 6.32042E-17
0.69 10e-15 1 5E+07 6.32123E-17
0.7 0.125e-15 12 6E+08 1.96066E-17
0.7 0.25e-15 28 1.4E+09 1.60157E-17
0.7 0.5e-15 8 4E+08 2.62936E-17
0.7 1e-15 7 3.5E+08 2.54829E-17
0.7 2e-15 4 2E+08 3.39667E-17
0.7 3e-15 3 1.5E+08 3.26942E-17
0.7 4e-15 2 1E+08 4.10547E-17
0.7 5e-15 2 1E+08 4.08083E-17
0.7 6e-15 2 1E+08 4.55941E-17
0.7 7e-15 2 1E+08 4.6949E-17
0.7 8e-15 1 5E+07 6.61706E-17
0.7 9e-15 1 5E+07 6.61809E-17
0.7 10e-15 1 5E+07 6.61892E-17
0.71 0.125e-15 18 9E+08 1.88114E-17
0.71 0.25e-15 26 1.3E+09 1.76341E-17
0.71 0.5e-15 10 5E+08 2.74493E-17
0.71 1e-15 7 3.5E+08 2.52158E-17
0.71 2e-15 4 2E+08 3.38964E-17
0.71 3e-15 3 1.5E+08 4.15877E-17
0.71 4e-15 2 1E+08 4.29647E-17
0.71 5e-15 2 1E+08 4.26992E-17
0.71 6e-15 2 1E+08 4.75404E-17
0.71 7e-15 2 1E+08 4.90718E-17
0.71 8e-15 1 5E+07 6.92211E-17
0.71 9e-15 1 5E+07 6.92317E-17
0.71 10e-15 1 5E+07 6.92402E-17
0.72 0.125e-15 14 7E+08 2.15764E-17
0.72 0.25e-15 22 1.1E+09 1.95789E-17
0.72 0.5e-15 9 4.5E+08 2.67341E-17
0.72 1e-15 5 2.5E+08 3.9101E-17
0.72 2e-15 4 2E+08 3.47136E-17
0.72 3e-15 3 1.5E+08 3.81087E-17
0.72 4e-15 2 1E+08 4.49141E-17
0.72 5e-15 2 1E+08 4.4648E-17
0.72 6e-15 2 1E+08 4.9489E-17
0.72 7e-15 2 1E+08 5.11454E-17
0.72 8e-15 1 5E+07 7.23394E-17
0.72 9e-15 1 5E+07 7.23503E-17
0.72 10e-15 1 5E+07 7.2359E-17
0.73 0.125e-15 17 8.5E+08 2.17008E-17
0.73 0.25e-15 18 9E+08 2.45235E-17
0.73 0.5e-15 12 6E+08 2.67094E-17
0.73 1e-15 6 3E+08 3.59756E-17
0.73 2e-15 3 1.5E+08 4.17812E-17
0.73 3e-15 3 1.5E+08 3.70601E-17
0.73 4e-15 2 1E+08 4.69159E-17
0.73 5e-15 2 1E+08 5.35301E-17
0.73 6e-15 2 1E+08 4.64186E-17
0.73 7e-15 2 1E+08 5.32487E-17
0.73 8e-15 1 5E+07 7.55385E-17
0.73 9e-15 1 5E+07 7.55496E-17
0.73 10e-15 1 5E+07 7.55586E-17
0.74 0.125e-15 16 8E+08 2.28208E-17
0.74 0.25e-15 22 1.1E+09 2.11744E-17
0.74 0.5e-15 9 4.5E+08 3.14363E-17
0.74 1e-15 7 3.5E+08 2.86366E-17
0.74 2e-15 3 1.5E+08 4.36108E-17
0.74 3e-15 3 1.5E+08 3.85674E-17
0.74 4e-15 2 1E+08 4.89618E-17
0.74 5e-15 2 1E+08 4.86814E-17
0.74 6e-15 2 1E+08 4.8442E-17
0.74 7e-15 2 1E+08 5.52749E-17
0.74 8e-15 1 5E+07 7.88103E-17
0.74 9e-15 1 5E+07 7.88217E-17
0.74 10e-15 1 5E+07 7.88308E-17
0.75 0.125e-15 18 9E+08 2.29169E-17
0.75 0.25e-15 16 8E+08 2.63696E-17
0.75 0.5e-15 11 5.5E+08 2.83388E-17
0.75 1e-15 6 3E+08 3.11655E-17
0.75 2e-15 3 1.5E+08 4.55817E-17
0.75 3e-15 3 1.5E+08 4.01012E-17
0.75 4e-15 2 1E+08 5.10526E-17
0.75 5e-15 2 1E+08 5.07615E-17
0.75 6e-15 2 1E+08 5.05117E-17
0.75 7e-15 2 1E+08 5.74142E-17
0.75 8e-15 1 5E+07 8.21546E-17
0.75 9e-15 1 5E+07 8.21662E-17
0.75 10e-15 1 5E+07 8.21755E-17
0.76 0.125e-15 9 4.5E+08 2.84239E-17
0.76 0.25e-15 14 7E+08 2.71128E-17
0.76 0.5e-15 9 4.5E+08 3.12979E-17
0.76 1e-15 5 2.5E+08 4.06306E-17
0.76 2e-15 4 2E+08 3.58707E-17
0.76 3e-15 3 1.5E+08 4.1667E-17
0.76 4e-15 2 1E+08 6.05597E-17
0.76 5e-15 2 1E+08 5.28995E-17
0.76 6e-15 2 1E+08 5.26269E-17
0.76 7e-15 2 1E+08 5.95258E-17
0.76 8e-15 1 5E+07 8.5571E-17
0.76 9e-15 1 5E+07 8.55828E-17
0.76 10e-15 1 5E+07 8.55923E-17
0.77 0.125e-15 9 4.5E+08 3.03725E-17
0.77 0.25e-15 12 6E+08 2.89024E-17
0.77 0.5e-15 9 4.5E+08 3.35039E-17
0.77 1e-15 5 2.5E+08 5.0769E-17
0.77 2e-15 4 2E+08 4.37236E-17
0.77 3e-15 3 1.5E+08 4.32785E-17
0.77 4e-15 2 1E+08 6.04223E-17
0.77 5e-15 2 1E+08 5.50707E-17
0.77 6e-15 2 1E+08 5.4788E-17
0.77 7e-15 2 1E+08 6.18138E-17
0.77 8e-15 1 5E+07 8.90592E-17
0.77 9e-15 1 5E+07 8.90712E-17
0.77 10e-15 1 5E+07 8.90809E-17
0.78 0.125e-15 9 4.5E+08 3.22246E-17
0.78 0.25e-15 12 6E+08 3.36767E-17
0.78 0.5e-15 12 6E+08 3.13195E-17
0.78 1e-15 6 3E+08 3.97899E-17
0.78 2e-15 4 2E+08 3.76227E-17
0.78 3e-15 3 1.5E+08 4.78013E-17
0.78 4e-15 2 1E+08 5.75713E-17
0.78 5e-15 2 1E+08 5.72992E-17
0.78 6e-15 2 1E+08 5.69933E-17
0.78 7e-15 2 1E+08 6.41399E-17
0.78 8e-15 1 5E+07 9.26188E-17
0.78 9e-15 1 5E+07 9.2631E-17
0.78 10e-15 1 5E+07 9.26408E-17
0.79 0.125e-15 6 3E+08 3.77906E-17
0.79 0.25e-15 13 6.5E+08 2.97023E-17
0.79 0.5e-15 10 5E+08 3.56629E-17
0.79 1e-15 6 3E+08 4.27576E-17
0.79 2e-15 3 1.5E+08 5.36513E-17
0.79 3e-15 3 1.5E+08 4.95495E-17
0.79 4e-15 2 1E+08 7.703E-17
0.79 5e-15 2 1E+08 5.9571E-17
0.79 6e-15 2 1E+08 5.92628E-17
0.79 7e-15 2 1E+08 6.6489E-17
0.79 8e-15 1 5E+07 9.62493E-17
0.79 9e-15 1 5E+07 9.62617E-17
0.79 10e-15 1 5E+07 9.62716E-17
0.8 0.125e-15 9 4.5E+08 3.55969E-17
0.8 0.25e-15 12 6E+08 3.21614E-17
0.8 0.5e-15 9 4.5E+08 3.44817E-17
0.8 1e-15 5 2.5E+08 4.81187E-17
0.8 2e-15 3 1.5E+08 5.57911E-17
0.8 3e-15 3 1.5E+08 5.43705E-17
0.8 4e-15 2 1E+08 7.98334E-17
0.8 5e-15 2 1E+08 7.95583E-17
0.8 6e-15 2 1E+08 6.15594E-17
0.8 7e-15 2 1E+08 6.13016E-17
0.8 8e-15 1 5E+07 9.99504E-17
0.8 9e-15 1 5E+07 9.99629E-17
0.8 10e-15 1 5E+07 9.99729E-17
0.81 0.125e-15 6 3E+08 4.21193E-17
0.81 0.25e-15 11 5.5E+08 3.66046E-17
0.81 0.5e-15 9 4.5E+08 3.73843E-17
0.81 1e-15 7 3.5E+08 4.23874E-17
0.81 2e-15 3 1.5E+08 6.68011E-17
0.81 3e-15 3 1.5E+08 5.3202E-17
0.81 4e-15 2 1E+08 6.44409E-17
0.81 5e-15 2 1E+08 6.42363E-17
0.81 6e-15 2 1E+08 6.38981E-17
0.81 7e-15 2 1E+08 6.36361E-17
0.81 8e-15 1 5E+07 1.03721E-16
0.81 9e-15 1 5E+07 1.03734E-16
0.81 10e-15 1 5E+07 1.03744E-16
0.82 0.125e-15 3 1.5E+08 5.51925E-17
0.82 0.25e-15 15 7.5E+08 3.26399E-17
0.82 0.5e-15 9 4.5E+08 4.45444E-17
0.82 1e-15 6 3E+08 4.96543E-17
0.82 2e-15 4 2E+08 5.97328E-17
0.82 3e-15 3 1.5E+08 5.99719E-17
0.82 4e-15 2 1E+08 8.13138E-17
0.82 5e-15 2 1E+08 6.66381E-17
0.82 6e-15 2 1E+08 8.50777E-17
0.82 7e-15 2 1E+08 6.60131E-17
0.82 8e-15 1 5E+07 1.07562E-16
0.82 9e-15 1 5E+07 1.07575E-16
0.82 10e-15 1 5E+07 1.07585E-16
0.83 0.125e-15 2 1E+08 6.91413E-17
0.83 0.25e-15 11 5.5E+08 3.51078E-17
0.83 0.5e-15 10 5E+08 4.2234E-17
0.83 1e-15 5 2.5E+08 5.86677E-17
0.83 2e-15 4 2E+08 5.10156E-17
0.83 3e-15 3 1.5E+08 7.04413E-17
0.83 4e-15 2 1E+08 6.92639E-17
0.83 5e-15 2 1E+08 6.90815E-17
0.83 6e-15 2 1E+08 6.87248E-17
0.83 7e-15 2 1E+08 6.84328E-17
0.83 8e-15 1 5E+07 1.11471E-16
0.83 9e-15 1 5E+07 1.11484E-16
0.83 10e-15 1 5E+07 1.11494E-16
0.84 0.125e-15 1 5E+07 1.13476E-16
0.84 0.25e-15 13 6.5E+08 3.56421E-17
0.84 0.5e-15 8 4E+08 4.75374E-17
0.84 1e-15 6 3E+08 5.85065E-17
0.84 2e-15 3 1.5E+08 7.47123E-17
0.84 3e-15 3 1.5E+08 6.77169E-17
0.84 4e-15 2 1E+08 7.17492E-17
0.84 5e-15 2 1E+08 7.14299E-17
0.84 6e-15 2 1E+08 7.11892E-17
0.84 7e-15 2 1E+08 7.08938E-17
0.84 8e-15 1 5E+07 1.15449E-16
0.84 9e-15 1 5E+07 1.15462E-16
0.84 10e-15 1 5E+07 1.15472E-16
0.85 0.125e-15 2 1E+08 9.38968E-17
0.85 0.25e-15 11 5.5E+08 3.73232E-17
0.85 0.5e-15 8 4E+08 5.37066E-17
0.85 1e-15 6 3E+08 5.76076E-17
0.85 2e-15 3 1.5E+08 6.69987E-17
0.85 3e-15 3 1.5E+08 7.57727E-17
0.85 4e-15 2 1E+08 7.40828E-17
0.85 5e-15 2 1E+08 7.40902E-17
0.85 6e-15 2 1E+08 7.37204E-17
0.85 7e-15 2 1E+08 7.33943E-17
0.85 8e-15 1 5E+07 1.19494E-16
0.85 9e-15 1 5E+07 1.19507E-16
0.85 10e-15 1 5E+07 1.19518E-16
0.86 0.125e-15 1 5E+07 1.21756E-16
0.86 0.25e-15 6 3E+08 4.99768E-17
0.86 0.5e-15 7 3.5E+08 5.85943E-17
0.86 1e-15 6 3E+08 6.14316E-17
0.86 2e-15 3 1.5E+08 7.14925E-17
0.86 3e-15 3 1.5E+08 7.24609E-17
0.86 4e-15 2 1E+08 7.65749E-17
0.86 5e-15 2 1E+08 7.66462E-17
0.86 6e-15 2 1E+08 7.62888E-17
0.86 7e-15 2 1E+08 7.59678E-17
0.86 8e-15 1 5E+07 1.23607E-16
0.86 9e-15 1 5E+07 1.2362E-16
0.86 10e-15 1 5E+07 1.2363E-16
0.87 0.125e-15 1 5E+07 1.26024E-16
0.87 0.25e-15 7 3.5E+08 5.10237E-17
0.87 0.5e-15 9 4.5E+08 4.73748E-17
0.87 1e-15 5 2.5E+08 8.30986E-17
0.87 2e-15 3 1.5E+08 7.18146E-17
0.87 3e-15 3 1.5E+08 7.1316E-17
0.87 4e-15 2 1E+08 1.00749E-16
0.87 5e-15 2 1E+08 1.02218E-16
0.87 6e-15 2 1E+08 7.88797E-17
0.87 7e-15 2 1E+08 7.8555E-17
0.87 8e-15 1 5E+07 1.27786E-16
0.87 9e-15 1 5E+07 1.27799E-16
0.87 10e-15 1 5E+07 1.27809E-16
0.88 0.125e-15 1 5E+07 1.30349E-16
0.88 0.25e-15 6 3E+08 5.07582E-17
0.88 0.5e-15 8 4E+08 5.86728E-17
0.88 1e-15 5 2.5E+08 6.64723E-17
0.88 2e-15 3 1.5E+08 7.42397E-17
0.88 3e-15 3 1.5E+08 6.37354E-17
0.88 4e-15 2 1E+08 8.16562E-17
0.88 5e-15 2 1E+08 8.18965E-17
0.88 6e-15 2 1E+08 8.15289E-17
0.88 7e-15 2 1E+08 8.11788E-17
0.88 8e-15 1 5E+07 1.3203E-16
0.88 9e-15 1 5E+07 1.32043E-16
0.88 10e-15 1 5E+07 1.32054E-16
0.89 0.125e-15 2 1E+08 9.68454E-17
0.89 0.25e-15 9 4.5E+08 5.03266E-17
0.89 0.5e-15 9 4.5E+08 5.84737E-17
0.89 1e-15 5 2.5E+08 6.91504E-17
0.89 2e-15 4 2E+08 6.90056E-17
0.89 3e-15 3 1.5E+08 6.56364E-17
0.89 4e-15 2 1E+08 8.42627E-17
0.89 5e-15 2 1E+08 8.45853E-17
0.89 6e-15 2 1E+08 8.42286E-17
0.89 7e-15 1 5E+07 1.36348E-16
0.89 8e-15 1 5E+07 1.36364E-16
0.89 9e-15 1 5E+07 1.36377E-16
0.89 10e-15 1 5E+07 1.36387E-16
0.9 0.125e-15 1 5E+07 1.39214E-16
0.9 0.25e-15 6 3E+08 6.22345E-17
0.9 0.5e-15 8 4E+08 5.92767E-17
0.9 1e-15 6 3E+08 7.49393E-17
0.9 2e-15 3 1.5E+08 9.16286E-17
0.9 3e-15 3 1.5E+08 6.94292E-17
0.9 4e-15 2 1E+08 8.68983E-17
0.9 5e-15 2 1E+08 1.12907E-16
0.9 6e-15 2 1E+08 8.69355E-17
0.9 7e-15 1 5E+07 1.40722E-16
0.9 8e-15 1 5E+07 1.40739E-16
0.9 9e-15 1 5E+07 1.40751E-16
0.9 10e-15 1 5E+07 1.40762E-16
