 time            time            v(net4)        
 4.00000000e-13  4.00000000e-13  1.86516053e-03 
 8.00000000e-13  8.00000000e-13  2.50103661e-03 
 1.60000000e-12  1.60000000e-12  3.66497534e-03 
 3.20000000e-12  3.20000000e-12  5.56732513e-03 
 6.40000000e-12  6.40000000e-12  8.16741615e-03 
 1.28000000e-11  1.28000000e-11  9.50571223e-03 
 2.56000000e-11  2.56000000e-11  5.38855517e-03 
 4.00000000e-11  4.00000000e-11  1.37869807e-03 
 4.25600000e-11  4.25600000e-11  9.32518542e-04 
 4.76800000e-11  4.76800000e-11  3.71165191e-04 
 5.79200000e-11  5.79200000e-11 -2.55185422e-05 
 7.84000000e-11  7.84000000e-11 -9.50717406e-05 
 1.18400000e-10  1.18400000e-10 -2.11083720e-05 
 1.58400000e-10  1.58400000e-10  7.48626106e-06 
 1.98400000e-10  1.98400000e-10  1.04256210e-05 
 2.38400000e-10  2.38400000e-10  9.59506589e-06 
 2.78400000e-10  2.78400000e-10  9.18916216e-06 
 3.18400000e-10  3.18400000e-10  9.08728725e-06 
 3.58400000e-10  3.58400000e-10  9.04285043e-06 
 3.98400000e-10  3.98400000e-10  8.99723533e-06 
 4.38400000e-10  4.38400000e-10  8.94612225e-06 
 4.78400000e-10  4.78400000e-10  8.89074986e-06 
 5.18400000e-10  5.18400000e-10  8.83143361e-06 
 5.58400000e-10  5.58400000e-10  8.76791085e-06 
 5.98400000e-10  5.98400000e-10  8.69971395e-06 
 6.38400000e-10  6.38400000e-10  8.62628697e-06 
 6.78400000e-10  6.78400000e-10  8.54701149e-06 
 7.18400000e-10  7.18400000e-10  8.46120387e-06 
 7.58400000e-10  7.58400000e-10  8.36810466e-06 
 7.98400000e-10  7.98400000e-10  8.26686647e-06 
 8.38400000e-10  8.38400000e-10  8.15654091e-06 
 8.78400000e-10  8.78400000e-10  8.03606388e-06 
 9.18400000e-10  9.18400000e-10  7.90423862e-06 
 9.58400000e-10  9.58400000e-10  7.75971572e-06 
 9.98400000e-10  9.98400000e-10  7.60096964e-06 
 1.03840000e-09  1.03840000e-09  7.42627089e-06 
 1.07840000e-09  1.07840000e-09  7.23365270e-06 
 1.11840000e-09  1.11840000e-09  7.02087113e-06 
 1.15840000e-09  1.15840000e-09  6.78535661e-06 
 1.19840000e-09  1.19840000e-09  6.52415502e-06 
 1.23840000e-09  1.23840000e-09  6.23385513e-06 
 1.27840000e-09  1.27840000e-09  5.91049881e-06 
 1.31840000e-09  1.31840000e-09  5.54946868e-06 
 1.35840000e-09  1.35840000e-09  5.14534655e-06 
 1.39840000e-09  1.39840000e-09  4.69173300e-06 
 1.43840000e-09  1.43840000e-09  4.18101542e-06 
 1.47840000e-09  1.47840000e-09  3.60406638e-06 
 1.51840000e-09  1.51840000e-09  2.94984724e-06 
 1.55840000e-09  1.55840000e-09  2.20488103e-06 
 1.59840000e-09  1.59840000e-09  1.35254325e-06 
 1.63840000e-09  1.63840000e-09  3.72095932e-07 
 1.67840000e-09  1.67840000e-09 -7.62644379e-07 
 1.71840000e-09  1.71840000e-09 -2.08516624e-06 
 1.75840000e-09  1.75840000e-09 -3.63889051e-06 
 1.79840000e-09  1.79840000e-09 -5.48092225e-06 
 1.83840000e-09  1.83840000e-09 -7.68745565e-06 
 1.87840000e-09  1.87840000e-09 -1.14081231e-05 
 1.91840000e-09  1.91840000e-09 -1.45351638e-05 
 1.95840000e-09  1.95840000e-09 -1.83756018e-05 
 1.99840000e-09  1.99840000e-09 -2.35193214e-05 
 2.03840000e-09  2.03840000e-09 -3.02814247e-05 
 2.07840000e-09  2.07840000e-09 -3.90789623e-05 
 2.11840000e-09  2.11840000e-09 -5.04228636e-05 
 2.15840000e-09  2.15840000e-09 -6.45969146e-05 
 2.19840000e-09  2.19840000e-09 -8.05158904e-05 
 2.23840000e-09  2.23840000e-09 -9.13841595e-05 
 2.27840000e-09  2.27840000e-09 -6.52614592e-05 
 2.31840000e-09  2.31840000e-09  1.68694629e-04 
 2.35840000e-09  2.35840000e-09  1.83737102e-03 
 2.39840000e-09  2.39840000e-09  2.51126056e-02 
 2.43840000e-09  2.43840000e-09  8.36814884e-02 
 2.47840000e-09  2.47840000e-09  1.51795109e-01 
 2.51840000e-09  2.51840000e-09  2.11050283e-01 
 2.55840000e-09  2.55840000e-09  2.41218862e-01 
 2.59840000e-09  2.59840000e-09  1.26693065e-01 
 2.63840000e-09  2.63840000e-09  1.63599041e-02 
 2.67840000e-09  2.67840000e-09 -3.22455629e-03 
 2.71840000e-09  2.71840000e-09 -1.60457222e-03 
 2.75840000e-09  2.75840000e-09 -1.85938892e-04 
 2.79840000e-09  2.79840000e-09  5.17370465e-05 
 2.83840000e-09  2.83840000e-09  3.06278295e-05 
 2.87840000e-09  2.87840000e-09  1.22485169e-05 
 2.91840000e-09  2.91840000e-09  8.73829246e-06 
 2.95840000e-09  2.95840000e-09  8.78663190e-06 
 2.99840000e-09  2.99840000e-09  8.95178975e-06 
 3.03840000e-09  3.03840000e-09  8.95730257e-06 
 3.07840000e-09  3.07840000e-09  8.90879350e-06 
 3.11840000e-09  3.11840000e-09  8.84937067e-06 
 3.15840000e-09  3.15840000e-09  8.78620898e-06 
 3.19840000e-09  3.19840000e-09  8.71908311e-06 
 3.23840000e-09  3.23840000e-09  8.64710988e-06 
 3.27840000e-09  3.27840000e-09  8.56951913e-06 
 3.31840000e-09  3.31840000e-09  8.48559526e-06 
 3.35840000e-09  3.35840000e-09  8.39459348e-06 
 3.39840000e-09  3.39840000e-09  8.29569397e-06 
 3.43840000e-09  3.43840000e-09  8.18797934e-06 
 3.47840000e-09  3.47840000e-09  8.07041964e-06 
 3.51840000e-09  3.51840000e-09  7.94185664e-06 
 3.55840000e-09  3.55840000e-09  7.80098526e-06 
 3.59840000e-09  3.59840000e-09  7.64633116e-06 
 3.63840000e-09  3.63840000e-09  7.47622426e-06 
 3.67840000e-09  3.67840000e-09  7.28876700e-06 
 3.71840000e-09  3.71840000e-09  7.08179642e-06 
 3.75840000e-09  3.75840000e-09  6.85283831e-06 
 3.79840000e-09  3.79840000e-09  6.59905135e-06 
 3.83840000e-09  3.83840000e-09  6.31715875e-06 
 3.87840000e-09  3.87840000e-09  6.00336356e-06 
 3.91840000e-09  3.91840000e-09  5.65324326e-06 
 3.95840000e-09  3.95840000e-09  5.26161701e-06 
 3.99840000e-09  3.99840000e-09  4.82237711e-06 
 4.03840000e-09  4.03840000e-09  4.32827282e-06 
 4.07840000e-09  4.07840000e-09  3.77063015e-06 
 4.11840000e-09  4.11840000e-09  3.13898465e-06 
 4.15840000e-09  4.15840000e-09  2.42059480e-06 
 4.19840000e-09  4.19840000e-09  1.59978940e-06 
 4.23840000e-09  4.23840000e-09  6.57081735e-07 
 4.27840000e-09  4.27840000e-09 -4.32047824e-07 
 4.31840000e-09  4.31840000e-09 -1.69884565e-06 
 4.35840000e-09  4.35840000e-09 -3.18367017e-06 
 4.39840000e-09  4.39840000e-09 -4.93938880e-06 
 4.43840000e-09  4.43840000e-09 -7.03626111e-06 
 4.47840000e-09  4.47840000e-09 -1.05675481e-05 
 4.51840000e-09  4.51840000e-09 -1.35043128e-05 
 4.55840000e-09  4.55840000e-09 -1.71027050e-05 
 4.59840000e-09  4.59840000e-09 -2.19133819e-05 
 4.63840000e-09  4.63840000e-09 -2.82208732e-05 
 4.67840000e-09  4.67840000e-09 -3.64155302e-05 
 4.71840000e-09  4.71840000e-09 -4.70104468e-05 
 4.75840000e-09  4.75840000e-09 -6.04173352e-05 
 4.79840000e-09  4.79840000e-09 -7.61461671e-05 
 4.83840000e-09  4.83840000e-09 -8.98434020e-05 
 4.87840000e-09  4.87840000e-09 -8.07081198e-05 
 4.91840000e-09  4.91840000e-09  5.65783715e-05 
 4.95840000e-09  4.95840000e-09  1.00452554e-03 
 4.99840000e-09  4.99840000e-09  1.03124083e-02 
 5.03840000e-09  5.03840000e-09  5.85905956e-02 
 5.07840000e-09  5.07840000e-09  1.26044445e-01 
 5.11840000e-09  5.11840000e-09  1.90309976e-01 
 5.15840000e-09  5.15840000e-09  2.38197142e-01 
 5.19840000e-09  5.19840000e-09  2.20219073e-01 
 5.23840000e-09  5.23840000e-09  4.94572045e-02 
 5.27840000e-09  5.27840000e-09 -1.15025042e-03 
 5.31840000e-09  5.31840000e-09 -2.91055021e-03 
 5.35840000e-09  5.35840000e-09 -5.89693717e-04 
 5.39840000e-09  5.39840000e-09  3.30201568e-05 
 5.43840000e-09  5.43840000e-09  4.90063334e-05 
 5.47840000e-09  5.47840000e-09  1.78905436e-05 
 5.51840000e-09  5.51840000e-09  9.38215016e-06 
 5.55840000e-09  5.55840000e-09  8.97920335e-06 
 5.59840000e-09  5.59840000e-09  9.32856484e-06 
 5.63840000e-09  5.63840000e-09  9.41686364e-06 
 5.67840000e-09  5.67840000e-09  9.39353600e-06 
 5.71840000e-09  5.71840000e-09  9.35379712e-06 
 5.75840000e-09  5.75840000e-09  9.31513176e-06 
 5.79840000e-09  5.79840000e-09  9.27702251e-06 
 5.83840000e-09  5.83840000e-09  9.23814850e-06 
 5.87840000e-09  5.87840000e-09  9.19794648e-06 
 5.91840000e-09  5.91840000e-09  9.15612749e-06 
 5.95840000e-09  5.95840000e-09  9.11243535e-06 
 5.99840000e-09  5.99840000e-09  9.06659189e-06 
 6.03840000e-09  6.03840000e-09  9.01829081e-06 
 6.07840000e-09  6.07840000e-09  8.96719710e-06 
 6.11840000e-09  6.11840000e-09  8.91294499e-06 
 6.15840000e-09  6.15840000e-09  8.85513433e-06 
 6.19840000e-09  6.19840000e-09  8.79332617e-06 
 6.23840000e-09  6.23840000e-09  8.72703762e-06 
 6.27840000e-09  6.27840000e-09  8.65573591e-06 
 6.31840000e-09  6.31840000e-09  8.57883163e-06 
 6.35840000e-09  6.35840000e-09  8.49567083e-06 
 6.39840000e-09  6.39840000e-09  8.40552604e-06 
 6.43840000e-09  6.43840000e-09  8.30758590e-06 
 6.47840000e-09  6.47840000e-09  8.20094318e-06 
 6.51840000e-09  6.51840000e-09  8.08458100e-06 
 6.55840000e-09  6.55840000e-09  7.95735681e-06 
 6.59840000e-09  6.59840000e-09  7.81798362e-06 
 6.63840000e-09  6.63840000e-09  7.66500802e-06 
 6.67840000e-09  6.67840000e-09  7.49678411e-06 
 6.71840000e-09  6.71840000e-09  7.31144250e-06 
 6.75840000e-09  6.75840000e-09  7.10685319e-06 
 6.79840000e-09  6.79840000e-09  6.88058066e-06 
 6.83840000e-09  6.83840000e-09  6.62982936e-06 
 6.87840000e-09  6.87840000e-09  6.35137695e-06 
 6.91840000e-09  6.91840000e-09  6.04149170e-06 
 6.95840000e-09  6.95840000e-09  5.69582979e-06 
 6.99840000e-09  6.99840000e-09  5.30930609e-06 
 7.03840000e-09  7.03840000e-09  4.87593035e-06 
 7.07840000e-09  7.07840000e-09  4.38859721e-06 
 7.11840000e-09  7.11840000e-09  3.83881449e-06 
 7.15840000e-09  7.15840000e-09  3.21634749e-06 
 7.19840000e-09  7.19840000e-09  2.50874827e-06 
 7.23840000e-09  7.23840000e-09  1.70072529e-06 
 7.27840000e-09  7.27840000e-09  7.73288847e-07 
 7.31840000e-09  7.31840000e-09 -2.97421460e-07 
 7.35840000e-09  7.35840000e-09 -1.54176600e-06 
 7.39840000e-09  7.39840000e-09 -2.99889629e-06 
 7.43840000e-09  7.43840000e-09 -4.72001382e-06 
 7.47840000e-09  7.47840000e-09 -6.77305038e-06 
 7.51840000e-09  7.51840000e-09 -1.02287373e-05 
 7.55840000e-09  7.55840000e-09 -1.30900764e-05 
 7.59840000e-09  7.59840000e-09 -1.65927032e-05 
 7.63840000e-09  7.63840000e-09 -2.12716232e-05 
 7.67840000e-09  7.67840000e-09 -2.73989849e-05 
 7.71840000e-09  7.71840000e-09 -3.53533104e-05 
 7.75840000e-09  7.75840000e-09 -4.56442779e-05 
 7.79840000e-09  7.79840000e-09 -5.87205009e-05 
 7.83840000e-09  7.83840000e-09 -7.42797424e-05 
 7.87840000e-09  7.87840000e-09 -8.87384207e-05 
 7.91840000e-09  7.91840000e-09 -8.46919308e-05 
 7.95840000e-09  7.95840000e-09  2.43613154e-05 
