 time            time            v(net1)        
 4.00000000e-13  4.00000000e-13  6.58575014e-03 
 8.00000000e-13  8.00000000e-13  9.45194294e-03 
 1.60000000e-12  1.60000000e-12  1.43358603e-02 
 3.20000000e-12  3.20000000e-12  2.05484478e-02 
 6.40000000e-12  6.40000000e-12  2.10063352e-02 
 1.28000000e-11  1.28000000e-11  9.82686332e-03 
 2.56000000e-11  2.56000000e-11  2.29379761e-04 
 4.00000000e-11  4.00000000e-11 -8.51249397e-04 
 4.25600000e-11  4.25600000e-11 -5.02048613e-04 
 4.76800000e-11  4.76800000e-11 -1.57317328e-04 
 5.79200000e-11  5.79200000e-11  2.89209638e-05 
 7.84000000e-11  7.84000000e-11  5.81136159e-05 
 1.18400000e-10  1.18400000e-10  2.52413310e-05 
 1.58400000e-10  1.58400000e-10  9.63016514e-06 
 1.98400000e-10  1.98400000e-10  7.16933227e-06 
 2.38400000e-10  2.38400000e-10  7.43663240e-06 
 2.78400000e-10  2.78400000e-10  7.57364541e-06 
 3.18400000e-10  3.18400000e-10  7.47255317e-06 
 3.58400000e-10  3.58400000e-10  7.29618880e-06 
 3.98400000e-10  3.98400000e-10  7.09487407e-06 
 4.38400000e-10  4.38400000e-10  6.86857762e-06 
 4.78400000e-10  4.78400000e-10  6.61033185e-06 
 5.18400000e-10  5.18400000e-10  6.31412488e-06 
 5.58400000e-10  5.58400000e-10  5.97408054e-06 
 5.98400000e-10  5.98400000e-10  5.58357157e-06 
 6.38400000e-10  6.38400000e-10  5.13488852e-06 
 6.78400000e-10  6.78400000e-10  4.61904358e-06 
 7.18400000e-10  7.18400000e-10  4.02553256e-06 
 7.58400000e-10  7.58400000e-10  3.34201545e-06 
 7.98400000e-10  7.98400000e-10  2.55389185e-06 
 8.38400000e-10  8.38400000e-10  1.64372966e-06 
 8.78400000e-10  8.78400000e-10  5.90479311e-07 
 9.18400000e-10  9.18400000e-10 -6.31631913e-07 
 9.58400000e-10  9.58400000e-10 -2.05469085e-06 
 9.98400000e-10  9.98400000e-10 -3.71943691e-06 
 1.03840000e-09  1.03840000e-09 -5.67876935e-06 
 1.07840000e-09  1.07840000e-09 -8.00310589e-06 
 1.11840000e-09  1.11840000e-09 -1.07887021e-05 
 1.15840000e-09  1.15840000e-09 -1.41707141e-05 
 1.19840000e-09  1.19840000e-09 -1.83437188e-05 
 1.23840000e-09  1.23840000e-09 -2.35931405e-05 
 1.27840000e-09  1.27840000e-09 -3.03388082e-05 
 1.31840000e-09  1.31840000e-09 -3.91734883e-05 
 1.35840000e-09  1.35840000e-09 -5.07830324e-05 
 1.39840000e-09  1.39840000e-09 -6.51378925e-05 
 1.43840000e-09  1.43840000e-09 -7.60979226e-05 
 1.47840000e-09  1.47840000e-09 -9.75875459e-06 
 1.51840000e-09  1.51840000e-09  1.86841210e-01 
 1.55840000e-09  1.55840000e-09  2.30240858e-01 
 1.59840000e-09  1.59840000e-09  2.01692676e-02 
 1.63840000e-09  1.63840000e-09 -3.07348162e-03 
 1.67840000e-09  1.67840000e-09 -8.07039345e-04 
 1.71840000e-09  1.71840000e-09 -3.10868275e-05 
 1.75840000e-09  1.75840000e-09  2.28387402e-05 
 1.79840000e-09  1.79840000e-09  1.25537187e-05 
 1.83840000e-09  1.83840000e-09  8.59205252e-06 
 1.87840000e-09  1.87840000e-09  7.73637039e-06 
 1.91840000e-09  1.91840000e-09  7.58187653e-06 
 1.95840000e-09  1.95840000e-09  7.47951875e-06 
 1.99840000e-09  1.99840000e-09  7.32833134e-06 
 2.03840000e-09  2.03840000e-09  7.13882821e-06 
 2.07840000e-09  2.07840000e-09  6.91926773e-06 
 2.11840000e-09  2.11840000e-09  6.66803633e-06 
 2.15840000e-09  2.15840000e-09  6.38018387e-06 
 2.19840000e-09  2.19840000e-09  6.04989926e-06 
 2.23840000e-09  2.23840000e-09  5.67066051e-06 
 2.27840000e-09  2.27840000e-09  5.23497615e-06 
 2.31840000e-09  2.31840000e-09  4.73414438e-06 
 2.35840000e-09  2.35840000e-09  4.15800651e-06 
 2.39840000e-09  2.39840000e-09  3.49464240e-06 
 2.43840000e-09  2.43840000e-09  2.72997124e-06 
 2.47840000e-09  2.47840000e-09  1.84721626e-06 
 2.51840000e-09  2.51840000e-09  8.26171703e-07 
 2.55840000e-09  2.55840000e-09 -3.57823982e-07 
 2.59840000e-09  2.59840000e-09 -1.73535866e-06 
 2.63840000e-09  2.63840000e-09 -3.34509848e-06 
 2.67840000e-09  2.67840000e-09 -5.23700208e-06 
 2.71840000e-09  2.71840000e-09 -7.47721299e-06 
 2.75840000e-09  2.75840000e-09 -1.01556319e-05 
 2.79840000e-09  2.79840000e-09 -1.33977848e-05 
 2.83840000e-09  2.83840000e-09 -1.73834922e-05 
 2.87840000e-09  2.87840000e-09 -2.23757175e-05 
 2.91840000e-09  2.91840000e-09 -2.87618911e-05 
 2.95840000e-09  2.95840000e-09 -3.70974161e-05 
 2.99840000e-09  2.99840000e-09 -4.80726437e-05 
 3.03840000e-09  3.03840000e-09 -6.19768983e-05 
 3.07840000e-09  3.07840000e-09 -7.51268446e-05 
 3.11840000e-09  3.11840000e-09 -4.65964536e-05 
 3.15840000e-09  3.15840000e-09  1.85468030e-01 
 3.19840000e-09  3.19840000e-09  2.30755353e-01 
 3.23840000e-09  3.23840000e-09  2.02809690e-02 
